"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"7","2","19","0","0","25.9","1.5","0","25.9","0","0"
"7","2","20","0","0","25.2","2.5","0","25.2","0","0"
"7","2","21","0","0","24.6","3.6","0","24.6","0","0"
"7","2","22","0","0","23.9","4.6","0","23.9","0","0"
"7","2","23","0","0","23","2.1","0","23","0","0"
"7","3","0","0","0","23","2.1","0","23","0","0"
"7","3","1","0","0","22.4","1.5","0","22.4","0","0"
"7","3","2","0","0","22","4.1","0","22","0","0"
"7","3","3","0","0","21.4","2.1","0","21.4","0","0"
"7","3","4","0","2","20.9","0","1.61","17.627","74.943","0"
"7","3","5","39","55","22.8","0.5","78.341","23.182","3521.546","3198.508"
"7","3","6","279","135","24.6","1","371.276","34.639","15876.48","15242.131"
"7","3","7","532","157","26.5","1.5","670.216","44.785","27324.004","26299.895"
"7","3","8","672","170","27.4","2.9","869.084","47.82","34908.977","33572.941"
"7","3","9","770","162","28.2","4.3","963.898","48.456","38593.531","37090.535"
"7","3","10","840","140","29.1","5.7","976.446","46.971","39400.207","37859.313"
"7","3","11","595","339","28.4","6.4","889.709","43.637","36515.039","35107.469"
"7","3","12","361","423","27.7","7","703.605","39.045","29538.221","28427.477"
"7","3","13","101","385","27","7.7","434.097","33.404","18740.684","18017.955"
"7","3","14","179","361","25","3.6","458.075","34.798","19605.994","18855.365"
"7","3","15","189","320","26.5","3.1","430.676","36.233","18296.041","17587.434"
"7","3","16","153","240","28.1","2.6","351.612","36.449","14921.569","14315.328"
"7","3","17","131","113","27.2","2.2","172.294","31.216","7474.577","7064.281"
"7","3","18","0","22","26.3","1.9","16.909","25.7","758.41","489.464"
"7","3","19","0","0","25.4","1.5","0","25.4","0","0"
"7","3","20","0","0","24.8","1.3","0","24.8","0","0"
"7","3","21","0","0","24.3","1.2","0","24.3","0","0"
"7","3","22","0","0","23.7","1","0","23.7","0","0"
"7","3","23","0","0","23.3","1.2","0","23.3","0","0"
"7","4","0","0","0","22.9","1.3","0","22.9","0","0"
"7","4","1","0","0","22.5","1.5","0","22.5","0","0"
"7","4","2","0","0","22.1","1.3","0","22.1","0","0"
"7","4","3","0","0","21.7","1.2","0","21.7","0","0"
"7","4","4","0","2","21.3","1","1.607","19.203","74.303","0"
"7","4","5","40","55","23.2","1.9","79.133","23.62","3549.277","3225.667"
"7","4","6","283","134","25.2","2.7","373.075","33.029","16078.952","15438.555"
"7","4","7","522","160","27.1","3.6","664.732","41.246","27597.68","26563.061"
"7","4","8","664","173","28","4.3","864.595","45.913","35077.504","33734.055"
"7","4","9","763","166","29","5","961.047","47.822","38608.172","37104.492"
"7","4","10","835","143","29.9","5.7","974.452","47.739","39161.473","37631.844"
"7","4","11","834","159","30.4","7","937.525","45.603","38082.598","36603.355"
"7","4","12","826","161","31","8.2","856.529","43.566","35104.355","33759.719"
"7","4","13","817","145","31","8.7","770.327","41.82","31751.973","30550.967"
"7","4","14","771","137","30.6","8.2","700.573","40.745","28947.994","27860.701"
"7","4","15","674","135","30.2","7.7","645.859","39.863","26817.609","25812.803"
"7","4","16","489","135","29.8","7.2","514.613","37.756","21610.729","20793.322"
"7","4","17","213","104","28.7","4.8","203.602","32.529","8753.141","8312.136"
"7","4","18","0","23","27.6","2.4","17.686","27.162","787.785","518.293"
"7","4","19","0","0","26.5","0","0","26.5","0","0"
"7","4","20","0","0","26","0","0","26","0","0"
"7","4","21","0","0","25.4","0","0","25.4","0","0"
"7","4","22","0","0","24.9","0","0","24.9","0","0"
"7","4","23","0","0","24.7","0.3","0","24.7","0","0"
"7","5","0","0","0","24.4","0.7","0","24.4","0","0"
"7","5","1","0","0","24.2","1","0","24.2","0","0"
"7","5","2","0","0","23.6","1.2","0","23.6","0","0"
"7","5","3","0","0","22.9","1.3","0","22.9","0","0"
"7","5","4","0","2","22.3","1.5","1.605","20.474","73.759","0"
"7","5","5","39","54","24.4","1.7","77.322","24.812","3448.782","3127.241"
"7","5","6","285","134","26.4","1.9","374.621","35.093","15982.489","15344.978"
"7","5","7","544","152","28.5","2.1","675.149","45.352","27443.582","26414.889"
"7","5","8","689","162","29.4","3.1","877.043","49.548","34908.211","33572.211"
"7","5","9","796","147","30.3","4.1","974.662","51.06","38487.758","36989.695"
"7","5","10","872","119","31.2","5.1","987.682","50.493","39117.816","37590.242"
"7","5","11","879","128","31.4","5.3","945.071","49.515","37606.598","36149.313"
"7","5","12","878","125","31.7","5.5","866.34","47.955","34699.719","33372.863"
"7","5","13","867","113","31.9","5.7","778.592","46.157","31372.809","30187.52"
"7","5","14","779","148","33","4.6","715.698","47.744","28523.32","27452.738"
"7","5","15","711","121","32.2","4.4","655.664","45.853","26390.625","25401.943"
"7","5","16","511","129","31.4","4.1","523.583","42.567","21453.033","20640.99"
"7","5","17","216","104","29.8","3.9","204.279","34.117","8712.764","8272.748"
"7","5","18","0","23","28.1","3.8","17.686","27.675","785.874","516.418"
"7","5","19","0","0","26.5","3.6","0","26.5","0","0"
"7","5","20","0","0","26.1","2.7","0","26.1","0","0"
"7","5","21","0","0","25.7","1.9","0","25.7","0","0"
"7","5","22","0","0","25.3","1","0","25.3","0","0"
"7","5","23","0","0","24.6","2.3","0","24.6","0","0"
"7","6","0","0","0","24","3.6","0","24","0","0"
"7","6","1","0","0","24.6","3.1","0","24.6","0","0"
"7","6","2","0","0","24","0","0","24","0","0"
"7","6","3","0","0","23","0","0","23","0","0"
"7","6","4","0","2","22.9","0","1.603","19.753","73.937","0"
"7","6","5","33","53","25.2","0.7","72.662","25.495","3233.624","2916.487"
"7","6","6","275","134","27.6","1.4","367.189","36.781","15535.954","14911.706"
"7","6","7","487","181","29.9","2.1","657.167","46.27","26587.568","25591.467"
"7","6","8","688","162","30.2","2.8","876.163","50.892","34624.121","33300.574"
"7","6","9","790","150","30.5","3.4","971.885","52.471","38087.98","36608.488"
"7","6","10","853","130","30.8","4.1","979.729","51.819","38528.09","37028.148"
"7","6","11","858","142","30.7","4.4","938.363","50.436","37157.383","35720.664"
"7","6","12","854","141","30.6","4.8","859.957","48.028","34432.051","33116.895"
"7","6","13","841","130","30.5","5.1","773.056","45.582","31246.051","30065.992"
"7","6","14","797","124","30.7","4.6","705.455","45.205","28479.613","27410.744"
"7","6","15","696","127","30.9","4.1","652.129","44.802","26393.615","25404.822"
"7","6","16","509","130","31.1","3.6","522.518","42.749","21388.277","20578.428"
"7","6","17","217","104","30.2","3.8","204.189","34.565","8688.681","8249.253"
"7","6","18","0","23","29.2","3.9","17.686","28.807","781.65","512.271"
"7","6","19","0","0","28.3","4.1","0","28.3","0","0"
"7","6","20","0","0","27.5","3.1","0","27.5","0","0"
"7","6","21","0","0","26.8","2","0","26.8","0","0"
"7","6","22","0","0","26","1","0","26","0","0"
"7","6","23","0","0","26.5","2.2","0","26.5","0","0"
"7","7","0","0","0","26.9","3.4","0","26.9","0","0"
"7","7","1","0","0","27.4","4.6","0","27.4","0","0"
"7","7","2","0","0","27.3","4.4","0","27.3","0","0"
"7","7","3","0","0","27.1","4.3","0","27.1","0","0"
"7","7","4","0","2","27","4.1","1.603","25.82","71.879","0"
"7","7","5","35","53","29.1","3.6","74.054","29.523","3231.808","2914.707"
"7","7","6","261","143","31.1","3.1","367.952","38.551","15434.79","14813.525"
"7","7","7","526","168","33.2","2.6","677.378","49.052","27005.691","25993.736"
"7","7","8","696","164","33.2","3.4","886.261","52.907","34645.547","33321.063"
"7","7","9","777","169","33.3","4.3","978.522","53.769","38079.535","36600.438"
"7","7","10","821","170","33.3","5.1","996.797","52.783","38996.199","37474.344"
"7","7","11","827","182","33","4.8","952.663","52.326","37343.953","35898.715"
"7","7","12","824","181","32.7","4.4","872.153","51.051","34367.223","33054.887"
"7","7","13","876","108","32.4","4.1","779.538","49.185","30910.387","29744.123"
"7","7","14","772","151","32.3","4.4","711.359","47.175","28432.043","27365.035"
"7","7","15","665","153","32.3","4.8","653.95","45.377","26396.801","25407.887"
"7","7","16","484","144","32.2","5.1","518.452","42.176","21289.631","20483.121"
"7","7","17","207","108","30.9","4.4","205.254","35.041","8717.336","8277.208"
"7","7","18","0","23","29.7","3.8","17.687","29.324","779.727","510.385"
"7","7","19","0","0","28.4","3.1","0","28.4","0","0"
"7","7","20","0","0","27.5","2.9","0","27.5","0","0"
"7","7","21","0","0","26.5","2.8","0","26.5","0","0"
"7","7","22","0","0","25.6","2.6","0","25.6","0","0"
"7","7","23","0","0","25.2","1.7","0","25.2","0","0"
"7","8","0","0","0","24.7","0.9","0","24.7","0","0"
"7","8","1","0","0","24.3","0","0","24.3","0","0"
"7","8","2","0","0","24","0","0","24","0","0"
"7","8","3","0","0","23.6","0","0","23.6","0","0"
"7","8","4","0","2","23.3","0","1.603","20.193","73.787","0"
"7","8","5","33","52","25.5","0.9","71.696","25.784","3185.79","2869.627"
"7","8","6","253","143","27.8","1.7","362.071","36.407","15352.497","14733.655"
"7","8","7","552","148","30","2.6","686.193","46.072","27788.076","26746.111"
"7","8","8","692","160","30.3","3.8","878.091","49.23","35008.801","33668.375"
"7","8","9","790","150","30.6","5","972.125","49.662","38674.926","37168.129"
"7","8","10","854","130","30.9","6.2","980.763","48.006","39359.59","37820.613"
"7","8","11","827","163","32","7.2","934.448","46.923","37696.652","36235.227"
"7","8","12","827","160","32.1","8.7","854.933","44.191","34924.23","33587.527"
"7","8","13","818","144","32.3","10.3","766.163","41.951","31553.25","30360.494"
"7","8","14","774","136","32.1","9.3","697.859","41.434","28724.857","27646.361"
"7","8","15","678","134","31.9","8.2","643.9","41.181","26548.184","25553.568"
"7","8","16","493","134","31.7","7.2","513.704","39.676","21358.361","20549.527"
"7","8","17","213","104","30.3","6.3","201.752","33.48","8629.993","8192"
"7","8","18","0","22","28.8","5.5","16.91","28.392","748.83","480.06"
"7","8","19","0","0","27.4","4.6","0","27.4","0","0"
"7","8","20","0","0","26.6","3.1","0","26.6","0","0"
"7","8","21","0","0","25.9","1.5","0","25.9","0","0"
"7","8","22","0","0","25.1","0","0","25.1","0","0"
"7","8","23","0","0","24.7","0.3","0","24.7","0","0"
"7","9","0","0","0","24.2","0.7","0","24.2","0","0"
"7","9","1","0","0","23.8","1","0","23.8","0","0"
"7","9","2","0","0","23.7","1.4","0","23.7","0","0"
"7","9","3","0","0","23.7","1.7","0","23.7","0","0"
"7","9","4","0","2","23.6","2.1","1.603","21.996","73.176","0"
"7","9","5","31","51","24","2.6","69.345","24.178","3105.448","2790.918"
"7","9","6","278","132","25.8","3.4","367.235","32.951","15832.818","15199.769"
"7","9","7","547","150","27.7","4.1","675.709","41.474","28019.584","26968.652"
"7","9","8","689","161","28.3","6.4","876.414","42.96","36104.145","34715.059"
"7","9","9","785","152","29","8.7","969.313","42.595","40011.957","38441.996"
"7","9","10","847","134","29.4","9.8","977.748","42.164","40446.551","38855.77"
"7","9","11","832","160","29.7","10.8","936.072","41.165","38901.258","37383.863"
"7","9","12","795","182","30","11.8","847.457","39.753","35414.34","34056.004"
"7","9","13","699","231","29.8","11.8","753.751","38.412","31625.186","30429.447"
"7","9","14","736","156","29","9.3","687.595","38.129","28785.291","27704.416"
"7","9","15","664","139","28.3","9.8","637.527","36.405","26924.15","25915.299"
"7","9","16","491","134","27.7","10.3","511.461","33.899","21883.457","21056.736"
"7","9","17","210","104","27","9.8","200.131","29.242","8737.953","8297.32"
"7","9","18","0","22","26.4","8","16.911","25.988","757.441","488.512"
"7","9","19","0","0","25.9","6.2","0","25.9","0","0"
"7","9","20","0","0","25.3","5.2","0","25.3","0","0"
"7","9","21","0","0","24.7","4.1","0","24.7","0","0"
"7","9","22","0","0","24.1","3.1","0","24.1","0","0"
"7","9","23","0","0","24","1.5","0","24","0","0"
"7","10","0","0","0","24","2.6","0","24","0","0"
"7","10","1","0","0","23.1","1","0","23.1","0","0"
"7","10","2","0","0","22","0","0","22","0","0"
"7","10","3","0","0","22","0","0","22","0","0"
"7","10","4","0","2","21.6","0","1.603","18.351","74.412","0"
"7","10","5","29","51","23","1","68.482","23.083","3083.904","2769.811"
"7","10","6","276","131","24.7","3.1","364.618","31.984","15794.085","15162.188"
"7","10","7","539","152","26.5","5.1","670.998","38.841","28197.709","27139.85"
"7","10","8","682","163","27.2","5.4","871.952","43.296","35858.398","34480.309"
"7","10","9","774","158","28","5.7","964.609","45.528","39219.398","37687.039"
"7","10","10","834","142","29.1","6.2","972.642","46.039","39438.402","37895.699"
"7","10","11","814","172","29.2","6.9","930.582","44.409","38035.266","36558.215"
"7","10","12","780","192","29.4","7.5","843.341","42.464","34760.184","33430.684"
"7","10","13","692","235","29.5","8.2","751.085","40.424","31194.822","30016.875"
"7","10","14","702","173","30","8.2","678.955","39.803","28191.182","27133.576"
"7","10","15","622","156","31","8.2","622.263","39.933","25825.572","24858.025"
"7","10","16","450","144","29.4","8.2","491.596","36.349","20786.551","19996.959"
"7","10","17","197","105","28","7.7","196.302","30.614","8517.354","8082.104"
"7","10","18","0","22","26.9","6.9","16.911","26.47","755.734","486.837"
"7","10","19","0","0","25.9","6.2","0","25.9","0","0"
"7","10","20","0","0","25.3","4.5","0","25.3","0","0"
"7","10","21","0","0","24.8","2.7","0","24.8","0","0"
"7","10","22","0","0","24.2","1","0","24.2","0","0"
"7","10","23","0","0","23.2","0.7","0","23.2","0","0"
"7","11","0","0","0","22.2","0.3","0","22.2","0","0"
"7","11","1","0","0","21.2","0","0","21.2","0","0"
"7","11","2","0","0","21.1","0.9","0","21.1","0","0"
"7","11","3","0","0","21","1.7","0","21","0","0"
"7","11","4","0","2","20.9","2.6","1.603","19.322","74.083","0"
"7","11","5","25","50","22.9","4.6","65.003","22.959","2931.135","2620.132"
"7","11","6","267","131","25","6.7","358.018","30.014","15657.76","15029.908"
"7","11","7","479","181","26.5","8.2","650.42","35.485","27796.848","26754.545"
"7","11","8","654","180","27.2","8.4","863.18","39.362","36215.805","34821.711"
"7","11","9","774","158","27.9","8.5","964.748","41.605","40025.441","38454.836"
"7","11","10","843","136","28.6","8.7","975.723","42.349","40324.637","38739.711"
"7","11","11","850","147","28.6","9.2","934.573","41.309","38809.754","37296.645"
"7","11","12","849","145","28.7","9.8","856.784","39.848","35781.156","34406.512"
"7","11","13","823","145","28.7","10.3","768.134","38.311","32216.971","30996.541"
"7","11","14","740","162","28.2","10.3","693.484","36.799","29220.799","28122.699"
"7","11","15","648","146","27.6","10.3","630.358","35.34","26759.996","25757.371"
"7","11","16","455","143","27.1","10.3","493.316","33.055","21197.469","20394.074"
"7","11","17","188","105","26.2","8.2","192.604","28.614","8439.009","8005.662"
"7","11","18","0","21","25.3","6.2","16.135","24.804","726.75","458.39"
"7","11","19","0","0","24.4","4.1","0","24.4","0","0"
"7","11","20","0","0","24.2","2.8","0","24.2","0","0"
"7","11","21","0","0","24","1.5","0","24","0","0"
"7","11","22","0","0","22.7","0","0","22.7","0","0"
"7","11","23","0","0","22.3","0.3","0","22.3","0","0"
"7","12","0","0","0","22","0.7","0","22","0","0"
"7","12","1","0","0","21.6","1","0","21.6","0","0"
"7","12","2","0","0","21.4","0.7","0","21.4","0","0"
"7","12","3","0","0","21.1","0.3","0","21.1","0","0"
"7","12","4","0","1","20.9","0","0.802","17.554","37.341","0"
"7","12","5","25","49","22.4","0.5","63.812","22.202","2887.159","2577.042"
"7","12","6","270","130","24","1","359.172","33.602","15436.378","14815.067"
"7","12","7","521","157","27.1","1.5","660.975","45.086","26905.16","25897.029"
"7","12","8","670","167","27.4","2.9","864.994","47.708","34765.219","33435.496"
"7","12","9","772","159","27.7","4.3","963.911","47.96","38695.129","37187.387"
"7","12","10","843","136","28","5.7","975.701","45.848","39601.668","38051.23"
"7","12","11","849","147","28.6","6.5","933.372","44.419","38146.102","36663.918"
"7","12","12","847","146","29.3","7.4","855.342","42.662","35212.336","33862.938"
"7","12","13","820","146","29.9","8.2","766.625","41.068","31707.607","30508.445"
"7","12","14","753","155","29.2","8.6","695.17","38.932","28974.107","27885.781"
"7","12","15","680","133","28.6","8.9","639.502","37.278","26877.564","25870.482"
"7","12","16","490","134","27.9","9.3","508.086","34.501","21668.242","20848.877"
"7","12","17","208","103","27","8.7","196.197","29.388","8556.556","8120.352"
"7","12","18","0","21","26","7.5","16.136","25.555","724.209","455.896"
"7","12","19","0","0","25.1","6.2","0","25.1","0","0"
"7","12","20","0","0","24.5","4.6","0","24.5","0","0"
"7","12","21","0","0","24","3.1","0","24","0","0"
"7","12","22","0","0","23.4","1.5","0","23.4","0","0"
"7","12","23","0","0","22.8","1.5","0","22.8","0","0"
"7","13","0","0","0","22.2","1.5","0","22.2","0","0"
"7","13","1","0","0","21.6","1.5","0","21.6","0","0"
"7","13","2","0","0","21.2","1","0","21.2","0","0"
"7","13","3","0","0","20.8","0.5","0","20.8","0","0"
"7","13","4","0","1","20.4","0","0.802","17.035","37.429","0"
"7","13","5","24","48","22.2","1.2","62.056","22.062","2809.791","2501.229"
"7","13","6","271","130","24.1","2.4","360.091","31.823","15610.586","14984.131"
"7","13","7","535","152","25.9","3.6","667.847","40.095","27888.432","26842.586"
"7","13","8","685","161","26.8","4.5","873.25","44.641","35663.316","34293.922"
"7","13","9","781","153","27.6","5.3","966.9","45.923","39231.711","37698.77"
"7","13","10","827","146","28.5","6.2","969.511","45.382","39446.082","37903.016"
"7","13","11","833","158","28.8","6.9","934.164","44.057","38250.102","36763.094"
"7","13","12","832","156","29.1","7.5","850.859","42.278","35096.938","33752.633"
"7","13","13","807","155","29.4","8.2","763.737","40.513","31677.486","30479.576"
"7","13","14","778","133","29","8.2","691.451","38.978","28799.215","27717.791"
"7","13","15","678","133","28.3","8","636.699","37.552","26719.756","25718.656"
"7","13","16","490","134","27.6","7.7","507.113","35.057","21565.107","20749.256"
"7","13","17","203","103","27","7.7","193.776","29.572","8443.577","8010.119"
"7","13","18","0","21","25.9","6.1","16.136","25.415","724.709","456.387"
"7","13","19","0","0","24.9","4.6","0","24.9","0","0"
"7","13","20","0","0","24.5","3.6","0","24.5","0","0"
"7","13","21","0","0","24.1","2.5","0","24.1","0","0"
"7","13","22","0","0","23.7","1.5","0","23.7","0","0"
"7","13","23","0","0","23.1","1.9","0","23.1","0","0"
"7","14","0","0","0","22.6","2.2","0","22.6","0","0"
"7","14","1","0","0","22","2.6","0","22","0","0"
"7","14","2","0","0","21.5","1.7","0","21.5","0","0"
"7","14","3","0","0","21.1","0.9","0","21.1","0","0"
"7","14","4","0","1","20.6","0","0.802","17.244","37.394","0"
"7","14","5","21","47","22.6","1.7","59.218","22.434","2678.339","2372.409"
"7","14","6","249","134","24.6","3.4","348.809","31.301","15163.549","14550.249"
"7","14","7","506","161","26.6","5.1","652.515","38.566","27460.115","26430.785"
"7","14","8","661","170","27.3","6.1","859.898","42.06","35587.578","34221.555"
"7","14","9","764","162","28","7.2","959.246","43.129","39487.988","37942.938"
"7","14","10","832","143","28.9","6.7","971.525","45.035","39599.164","38048.844"
"7","14","11","837","155","29.2","7.2","928.912","43.985","38048.852","36571.172"
"7","14","12","834","154","29.5","7.7","850.054","42.449","35031.902","33690.465"
"7","14","13","808","154","29.8","8.2","762.387","40.9","31556.883","30363.977"
"7","14","14","743","160","29","9.3","689.664","38.164","28850.768","27767.313"
"7","14","15","598","169","28.3","8.7","612.088","36.713","25810.986","24843.98"
"7","14","16","339","176","27.7","8.2","426.469","33.66","18285.662","17577.381"
"7","14","17","172","105","26.8","7.2","185.283","29.278","8093.722","7668.708"
"7","14","18","0","20","26","6.2","15.361","25.496","689.633","421.96"
"7","14","19","0","0","24.9","4.1","0","24.9","0","0"
"7","14","20","0","0","25","2.6","0","25","0","0"
"7","14","21","0","0","24","2.6","0","24","0","0"
"7","14","22","0","0","23.7","1.5","0","23.7","0","0"
"7","14","23","0","0","23","0","0","23","0","0"
"7","15","0","0","0","24","1","0","24","0","0"
"7","15","1","0","0","23.5","0","0","23.5","0","0"
"7","15","2","0","0","23.2","1.5","0","23.2","0","0"
"7","15","3","0","0","23","3.1","0","23","0","0"
"7","15","4","0","1","22","0","0.802","18.714","37.144","0"
"7","15","5","19","47","23.3","0.9","58.468","23.046","2638.429","2333.296"
"7","15","6","253","133","24.6","1.7","350.763","32.824","15135.318","14522.844"
"7","15","7","527","153","25.9","2.6","662.252","41.434","27467.859","26438.232"
"7","15","8","680","162","26.7","3.8","869.941","45.484","35373.227","34016.715"
"7","15","9","778","154","27.6","5","965.237","46.503","39045.855","37521.668"
"7","15","10","825","147","28.4","6.2","968.401","45.26","39425.836","37883.727"
"7","15","11","829","161","29.2","7.5","932.698","43.666","38266.777","36778.996"
"7","15","12","825","161","30","8.7","849.723","41.978","35102.668","33758.109"
"7","15","13","803","157","30.1","8.7","760.04","40.754","31481.416","30291.635"
"7","15","14","740","161","29","8.7","686.902","38.534","28678.516","27601.842"
"7","15","15","670","136","28","8.7","631.023","36.672","26592.17","25595.895"
"7","15","16","483","135","28.7","8.2","501.11","35.783","21229.398","20424.926"
"7","15","17","200","103","27.5","6.7","191.204","30.302","8300.29","7870.301"
"7","15","18","0","20","26.2","5.1","15.362","25.675","689.074","421.411"
"7","15","19","0","0","25","3.6","0","25","0","0"
"7","15","20","0","0","24.6","2.9","0","24.6","0","0"
"7","15","21","0","0","24.1","2.2","0","24.1","0","0"
"7","15","22","0","0","23.7","1.5","0","23.7","0","0"
"7","15","23","0","0","23.3","1.9","0","23.3","0","0"
"7","16","0","0","0","22.8","2.2","0","22.8","0","0"
"7","16","1","0","0","22.4","2.6","0","22.4","0","0"
"7","16","2","0","0","22","1","0","22","0","0"
"7","16","3","0","0","21.8","0.5","0","21.8","0","0"
"7","16","4","0","1","21.6","0","0.802","18.293","37.216","0"
"7","16","5","17","46","23","1","56.225","22.677","2542.707","2239.479"
"7","16","6","249","132","25","2.1","346.74","32.664","14973.774","14366.014"
"7","16","7","523","154","26.7","1","660.053","46.316","26696.17","25695.963"
"7","16","8","681","161","28","2.6","870.073","49.073","34718.344","33390.672"
"7","16","9","784","151","29.3","4.1","968.317","49.942","38466.027","36968.977"
"7","16","10","838","139","30.6","5.7","973.473","48.438","38977.949","37456.953"
"7","16","11","840","153","30.8","6.7","929.144","46.286","37605.789","36148.539"
"7","16","12","833","155","31.1","7.7","848.515","44.053","34679.441","33353.477"
"7","16","13","804","156","31.3","8.7","758.569","41.954","31226.135","30046.896"
"7","16","14","740","161","30.6","4.4","685.32","44.929","27689.971","26651.795"
"7","16","15","670","136","30","0","629.5","55.174","24083.469","23179.58"
"7","16","16","404","162","29.4","7.7","471.695","36.346","19944.021","19182.344"
"7","16","17","190","103","28.1","6.8","187.132","30.785","8106.065","7680.754"
"7","16","18","0","20","26.7","6","15.362","26.207","687.374","419.743"
"7","16","19","0","0","25.4","5.1","0","25.4","0","0"
"7","16","20","0","0","25.1","3.4","0","25.1","0","0"
"7","16","21","0","0","24.7","1.7","0","24.7","0","0"
"7","16","22","0","0","24.4","0","0","24.4","0","0"
"7","16","23","0","0","23.7","0.5","0","23.7","0","0"
"7","17","0","0","0","23","1","0","23","0","0"
"7","17","1","0","0","23.1","0","0","23.1","0","0"
"7","17","2","0","0","22","1.5","0","22","0","0"
"7","17","3","0","0","22","1.5","0","22","0","0"
"7","17","4","0","1","21.4","1.5","0.802","19.507","37.01","0"
"7","17","5","34","42","23.2","1.5","60.383","23.074","2711.834","2405.234"
"7","17","6","245","132","25","3.1","343.987","31.79","14918.834","14312.673"
"7","17","7","498","162","27.1","3.1","647.156","41.466","26838.494","25832.895"
"7","17","8","654","172","28.1","4.5","855.974","45.54","34795.313","33464.27"
"7","17","9","750","169","29.1","5.8","952.77","46.231","38596.305","37093.18"
"7","17","10","818","152","30.1","7.2","975.817","45.613","39654.816","38101.855"
"7","17","11","822","165","30","8.2","929.291","43.639","38131.809","36650.289"
"7","17","12","819","164","30","9.3","845.739","41.411","35037.484","33695.797"
"7","17","13","797","161","30.6","9.3","756.412","40.755","31326.605","30143.225"
"7","17","14","766","139","30.1","9.3","682.061","39.176","28365.738","27301.324"
"7","17","15","668","136","29.6","9.3","626.496","37.862","26237","25254.088"
"7","17","16","480","135","29.1","9.3","496.763","35.56","21062.947","20264.086"
"7","17","17","203","102","28","7","189.149","30.688","8191.112","7763.756"
"7","17","18","0","20","27","4.6","15.363","26.477","686.525","418.909"
"7","17","19","0","0","25.9","3.1","0","25.9","0","0"
"7","17","20","0","0","25","3.1","0","25","0","0"
"7","17","21","0","0","24","1","0","24","0","0"
"7","17","22","0","0","23.7","0","0","23.7","0","0"
"7","17","23","0","0","23","0","0","23","0","0"
"7","18","0","0","0","23","0","0","23","0","0"
"7","18","1","0","0","24.3","1","0","24.3","0","0"
"7","18","2","0","0","24.1","1.8","0","24.1","0","0"
"7","18","3","0","0","24","2.6","0","24","0","0"
"7","18","4","0","1","23.9","1","0.802","21.881","36.608","0"
"7","18","5","36","41","25.2","1.7","60.424","25.156","2685.632","2379.556"
"7","18","6","245","131","26.6","2.4","342.989","33.918","14721.773","14121.327"
"7","18","7","520","154","27.9","3.1","657.867","42.497","27138.703","26121.68"
"7","18","8","678","161","28.8","3.3","867.709","48.341","34758.395","33428.969"
"7","18","9","779","153","29.8","3.4","965.715","51.643","38015.273","36539.148"
"7","18","10","829","144","30.7","3.6","969.244","52.394","37997.684","36522.371"
"7","18","11","838","154","31.3","4.5","927.354","50.643","36678.805","35263.836"
"7","18","12","838","151","32","5.3","847.401","48.237","33883.141","32591.795"
"7","18","13","815","149","32.6","6.2","757.701","45.79","30571.633","29419.207"
"7","18","14","744","159","31.3","7","682.99","42.236","27971.178","26922.123"
"7","18","15","669","136","30.1","7.9","625.573","39.286","26007.236","25032.92"
"7","18","16","477","135","28.8","8.7","493.477","35.501","20926.945","20132.652"
"7","18","17","200","102","27.9","6.6","187.262","30.666","8109.432","7684.04"
"7","18","18","0","20","27","4.6","15.363","26.474","686.567","418.951"
"7","18","19","0","0","26.5","3.6","0","26.5","0","0"
"7","18","20","0","0","25","3.6","0","25","0","0"
"7","18","21","0","0","25","2.6","0","25","0","0"
"7","18","22","0","0","24.5","1.5","0","24.5","0","0"
"7","18","23","0","0","24","1","0","24","0","0"
"7","19","0","0","0","24.4","2","0","24.4","0","0"
"7","19","1","0","0","24.9","3.1","0","24.9","0","0"
"7","19","2","0","0","24.2","2.4","0","24.2","0","0"
"7","19","3","0","0","23.6","1.7","0","23.6","0","0"
"7","19","4","0","1","22.9","1","0.802","20.837","36.785","0"
"7","19","5","31","41","24","2.1","57.933","23.868","2593.589","2289.349"
"7","19","6","244","130","25.7","2.8","341.256","32.638","14739.403","14138.447"
"7","19","7","514","156","27.4","3.6","655.084","41.271","27193.947","26174.813"
"7","19","8","674","163","29","4.1","866.304","47.197","34911.746","33575.59"
"7","19","9","778","153","30.6","4.6","964.888","50.371","38242.395","36755.746"
"7","19","10","785","190","32.2","5.1","980.842","51.357","38667.582","37161.125"
"7","19","11","795","201","33.1","5.9","937.425","49.998","37205.93","35767"
"7","19","12","798","196","34","6.7","855.519","48.297","34200.699","32895.605"
"7","19","13","766","188","32.2","7.2","754.446","44.181","30703.598","29545.791"
"7","19","14","766","139","31.6","7.9","678.486","41.666","27853.535","26809.039"
"7","19","15","669","136","30.9","8.6","623.881","39.582","25893.545","24923.467"
"7","19","16","480","134","30.3","9.3","493.33","36.734","20789.215","19999.535"
"7","19","17","201","101","29.1","7.2","185.325","31.692","7982.996","7560.635"
"7","19","18","0","19","27.9","5.2","14.589","27.395","649.11","382.186"
"7","19","19","0","0","26.7","3.1","0","26.7","0","0"
"7","19","20","0","0","26","3.6","0","26","0","0"
"7","19","21","0","0","25","1.5","0","25","0","0"
