"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","1","0","0","0","9","2.2","0","9","0","0"
"1","1","1","0","0","8.4","2.6","0","8.4","0","0"
"1","1","2","0","0","8","2.1","0","8","0","0"
"1","1","3","0","0","7.9","1.5","0","7.9","0","0"
"1","1","4","0","0","7.9","1","0","7.9","0","0"
"1","1","5","0","0","7.8","1.7","0","7.8","0","0"
"1","1","6","0","0","9","2.4","0","9","0","0"
"1","1","7","154","37","9.4","3.1","154.922","11.384","7388.506","6980.234"
"1","1","8","484","85","11.9","3.8","456.938","20.931","20915.275","20121.375"
"1","1","9","721","77","14.4","4.4","720.688","28.911","31782.469","30580.191"
"1","1","10","792","84","16.9","5.1","770.503","31.614","33482.91","32208.789"
"1","1","11","761","105","16.9","4.4","672.573","31.009","29124.35","28030.074"
"1","1","12","611","153","17","3.8","493.011","27.908","21276.504","20470.439"
"1","1","13","421","172","17","3.1","292.413","23.6","12320.015","11786.913"
"1","1","14","252","145","16.2","2.6","132.424","18.652","5463.273","5098.826"
"1","1","15","69","83","15.3","2","59.041","15.428","2776.36","2468.469"
"1","1","16","0","10","14.5","1.5","7.651","12.777","364.097","102.406"
"1","1","17","0","0","13.7","1.5","0","13.7","0","0"
"1","1","18","0","0","13","1.5","0","13","0","0"
"1","1","19","0","0","12.2","1.5","0","12.2","0","0"
"1","1","20","0","0","11.8","1.7","0","11.8","0","0"
"1","1","21","0","0","11.4","1.9","0","11.4","0","0"
"1","1","22","0","0","11","2.1","0","11","0","0"
"1","1","23","0","0","12.1","3.5","0","12.1","0","0"
"1","2","0","0","0","13.2","4.8","0","13.2","0","0"
"1","2","1","0","0","14.3","6.2","0","14.3","0","0"
"1","2","2","0","0","14","5.2","0","14","0","0"
"1","2","3","0","0","13.8","4.1","0","13.8","0","0"
"1","2","4","0","0","13.5","3.1","0","13.5","0","0"
"1","2","5","0","0","13.5","3.1","0","13.5","0","0"
"1","2","6","0","0","13.5","3.1","0","13.5","0","0"
"1","2","7","0","27","13.5","3.1","21.929","12.291","1045.775","771.467"
"1","2","8","18","108","14.3","3.4","116.854","15.442","5493.13","5128.025"
"1","2","9","47","175","15","3.8","219.241","18.637","10157.354","9681.221"
"1","2","10","45","230","15.8","4.1","260.495","20.456","11966.049","11442.509"
"1","2","11","260","257","16","3.8","433.075","24.715","19414.732","18670.32"
"1","2","12","534","179","16.1","3.4","470.063","26.392","20486.121","19706.543"
"1","2","13","666","117","16.3","3.1","337.581","23.908","13816.342","13241.787"
"1","2","14","574","93","15.7","3.6","135.245","18.003","4736.626","4388.004"
"1","2","15","357","66","15.2","4.1","48.284","15.02","2274.694","1976.766"
"1","2","16","0","18","14.6","4.6","13.84","13.54","656.356","389.298"
"1","2","17","0","0","13.6","3.9","0","13.6","0","0"
"1","2","18","0","0","12.5","3.3","0","12.5","0","0"
"1","2","19","0","0","11.5","2.6","0","11.5","0","0"
"1","2","20","0","0","11.2","2.6","0","11.2","0","0"
"1","2","21","0","0","10.9","2.6","0","10.9","0","0"
"1","2","22","0","0","10.6","2.6","0","10.6","0","0"
"1","2","23","0","0","10.3","3.1","0","10.3","0","0"
"1","3","0","0","0","10.1","3.6","0","10.1","0","0"
"1","3","1","0","0","9.8","4.1","0","9.8","0","0"
"1","3","2","0","0","9.8","4.1","0","9.8","0","0"
"1","3","3","0","0","9.8","4.1","0","9.8","0","0"
"1","3","4","0","0","9.8","4.1","0","9.8","0","0"
"1","3","5","0","0","9.8","3.8","0","9.8","0","0"
"1","3","6","0","0","9.8","3.4","0","9.8","0","0"
"1","3","7","0","27","9.8","3.1","21.992","8.526","1066.248","791.555"
"1","3","8","19","108","11.3","4","117.569","12.363","5603.219","5235.68"
"1","3","9","48","176","12.7","4.8","221.513","15.946","10388.633","9906.573"
"1","3","10","46","231","14.2","5.7","262.525","18.039","12193.372","11663.702"
"1","3","11","48","256","14.3","6.4","267.611","18.005","12419.653","11883.843"
"1","3","12","48","251","14.5","7","239.896","17.557","11123.991","10622.825"
"1","3","13","45","216","14.6","7.7","185.688","16.619","8584.181","8147.304"
"1","3","14","145","156","14.3","7.2","128.717","15.452","5653.583","5284.926"
"1","3","15","113","92","14.1","6.7","64.382","14.179","2995.89","2683.579"
"1","3","16","0","17","13.8","6.2","13.062","12.911","621.172","354.764"
"1","3","17","0","0","12.7","5.3","0","12.7","0","0"
"1","3","18","0","0","11.6","4.5","0","11.6","0","0"
"1","3","19","0","0","10.5","3.6","0","10.5","0","0"
"1","3","20","0","0","10.6","3.3","0","10.6","0","0"
"1","3","21","0","0","10.6","2.9","0","10.6","0","0"
"1","3","22","0","0","10.7","2.6","0","10.7","0","0"
"1","3","23","0","0","10.8","3.1","0","10.8","0","0"
"1","4","0","0","0","11","3.6","0","11","0","0"
"1","4","1","0","0","11.1","4.1","0","11.1","0","0"
"1","4","2","0","0","11","3.9","0","11","0","0"
"1","4","3","0","0","10.9","3.8","0","10.9","0","0"
"1","4","4","0","0","10.8","3.6","0","10.8","0","0"
"1","4","5","0","0","10.9","3.6","0","10.9","0","0"
"1","4","6","0","0","10.9","3.6","0","10.9","0","0"
"1","4","7","0","15","11","3.6","11.49","9.571","554.536","289.355"
"1","4","8","0","64","11.8","4.1","51.386","11.375","2460.454","2158.859"
"1","4","9","0","110","12.5","4.6","90.736","13.006","4313.319","3973.734"
"1","4","10","0","143","13.3","5.1","117.147","14.366","5535.074","5169.042"
"1","4","11","0","159","13.7","5.8","128.182","14.926","6041.311","5663.995"
"1","4","12","0","155","14.1","6.5","122.409","15.16","5763.186","5392.093"
"1","4","13","0","133","14.5","7.2","102.819","15.178","4840.422","4489.563"
"1","4","14","0","95","13.9","7.5","72.203","14.061","3416.167","3095.296"
"1","4","15","0","46","13.4","7.9","35.442","12.972","1685.067","1398.612"
"1","4","16","0","6","12.8","8.2","4.579","11.894","218.747","0"
"1","4","17","0","0","12.6","7.5","0","12.6","0","0"
"1","4","18","0","0","12.3","6.9","0","12.3","0","0"
"1","4","19","0","0","12.1","6.2","0","12.1","0","0"
"1","4","20","0","0","12","6.9","0","12","0","0"
"1","4","21","0","0","11.9","7.5","0","11.9","0","0"
"1","4","22","0","0","11.8","8.2","0","11.8","0","0"
"1","4","23","0","0","11.8","8","0","11.8","0","0"
"1","5","0","0","0","11.8","7.9","0","11.8","0","0"
"1","5","1","0","0","11.8","7.7","0","11.8","0","0"
"1","5","2","0","0","11.4","6.7","0","11.4","0","0"
"1","5","3","0","0","11","5.6","0","11","0","0"
"1","5","4","0","0","10.6","4.6","0","10.6","0","0"
"1","5","5","0","0","10.7","4.3","0","10.7","0","0"
"1","5","6","0","0","10.7","3.9","0","10.7","0","0"
"1","5","7","0","27","10.8","3.6","22.067","9.615","1064.805","790.14"
"1","5","8","62","110","11.7","4.5","164.188","13.682","7776.287","7358.855"
"1","5","9","142","183","12.5","5.3","327.752","17.649","15248.144","14632.366"
"1","5","10","207","235","13.4","6.2","417.212","19.844","19200.383","18462.902"
"1","5","11","147","296","12.1","4.9","393.625","19.223","18138.371","17434.734"
"1","5","12","146","291","10.8","3.6","339.517","17.885","15643.207","15015.786"
"1","5","13","69","206","14","6.2","186.604","16.472","8580.784","8143.99"
"1","5","14","46","154","13.6","5.7","116.906","14.73","5386.268","5023.516"
"1","5","15","8","82","13.1","5.1","59.68","13.087","2831.39","2522.394"
"1","5","16","0","12","12.7","4.6","9.191","11.538","439.741","176.667"
"1","5","17","0","0","12.1","4.3","0","12.1","0","0"
"1","5","18","0","0","11.4","3.9","0","11.4","0","0"
"1","5","19","0","0","10.8","3.6","0","10.8","0","0"
"1","5","20","0","0","10.9","3.8","0","10.9","0","0"
"1","5","21","0","0","11","4.1","0","11","0","0"
"1","5","22","0","0","11.1","4.4","0","11.1","0","0"
"1","5","23","0","0","11.1","4.6","0","11.1","0","0"
"1","6","0","0","0","11.2","4.9","0","11.2","0","0"
"1","6","1","0","0","11.3","5.1","0","11.3","0","0"
"1","6","2","0","0","10.5","4.4","0","10.5","0","0"
"1","6","3","0","0","9.8","3.8","0","9.8","0","0"
"1","6","4","0","0","9","3.1","0","9","0","0"
"1","6","5","0","0","9.2","3.4","0","9.2","0","0"
"1","6","6","0","0","9.5","3.8","0","9.5","0","0"
"1","6","7","151","36","9.7","4.1","153.227","11.472","7305.039","6898.724"
"1","6","8","488","84","11.7","4.4","463.197","20.257","21269.197","20463.381"
"1","6","9","735","75","13.6","4.8","740.889","27.817","32848.547","31601.479"
"1","6","10","814","80","15.6","5.1","790.12","30.715","34493.305","33175.477"
"1","6","11","842","84","16.2","5.6","713.466","29.163","31177.291","30000.066"
"1","6","12","841","83","16.7","6.2","562.519","26.17","24372.848","23458.541"
"1","6","13","808","76","17.3","6.7","359.945","22.799","14636.051","14038.082"
"1","6","14","698","73","16.7","4.8","139.767","18.775","4549.577","4204.964"
"1","6","15","481","57","16","2.9","48.073","15.845","1949.438","1657.871"
"1","6","16","0","24","15.4","1","18.174","13.802","860.873","590.021"
"1","6","17","0","0","13.6","1.2","0","13.6","0","0"
"1","6","18","0","0","11.8","1.3","0","11.8","0","0"
"1","6","19","0","0","10","1.5","0","10","0","0"
"1","6","20","0","0","9.8","1.5","0","9.8","0","0"
"1","6","21","0","0","9.7","1.5","0","9.7","0","0"
"1","6","22","0","0","9.5","1.5","0","9.5","0","0"
"1","6","23","0","0","9.5","1.9","0","9.5","0","0"
"1","7","0","0","0","9.6","2.2","0","9.6","0","0"
"1","7","1","0","0","9.6","2.6","0","9.6","0","0"
"1","7","2","0","0","9.4","2.6","0","9.4","0","0"
"1","7","3","0","0","9.2","2.6","0","9.2","0","0"
"1","7","4","0","0","9","2.6","0","9","0","0"
"1","7","5","0","0","9.1","2.6","0","9.1","0","0"
"1","7","6","0","0","9.1","2.6","0","9.1","0","0"
"1","7","7","152","36","9.2","2.6","153.932","11.258","7345.57","6938.306"
"1","7","8","490","84","11.8","2.1","465.948","22.905","21135.49","20334.186"
"1","7","9","737","75","14.4","1.5","745.435","35.43","31852.697","30647.496"
"1","7","10","816","80","17","1","793.104","42.413","32669.221","31429.746"
"1","7","11","839","86","17.3","1.7","715.09","37.844","29953.287","28825.896"
"1","7","12","832","85","17.6","2.4","561.259","32.194","23640.326","22752.271"
"1","7","13","794","79","17.9","3.1","359.467","26.244","14420.087","13828.336"
"1","7","14","687","75","17","2.9","141.46","19.754","4627.496","4281.216"
"1","7","15","478","58","16","2.8","49.826","15.895","1996.307","1703.829"
"1","7","16","2","24","15.1","2.6","18.248","13.897","862.303","591.425"
"1","7","17","0","0","13.7","2.2","0","13.7","0","0"
"1","7","18","0","0","12.3","1.9","0","12.3","0","0"
"1","7","19","0","0","10.9","1.5","0","10.9","0","0"
"1","7","20","0","0","10.3","1.9","0","10.3","0","0"
"1","7","21","0","0","9.6","2.2","0","9.6","0","0"
"1","7","22","0","0","9","2.6","0","9","0","0"
"1","7","23","0","0","8.6","2.8","0","8.6","0","0"
"1","8","0","0","0","8.2","2.9","0","8.2","0","0"
"1","8","1","0","0","7.8","3.1","0","7.8","0","0"
"1","8","2","0","0","7.5","2.9","0","7.5","0","0"
"1","8","3","0","0","7.3","2.8","0","7.3","0","0"
"1","8","4","0","0","7","2.6","0","7","0","0"
"1","8","5","0","0","7.1","2.6","0","7.1","0","0"
"1","8","6","0","0","7.3","2.6","0","7.3","0","0"
"1","8","7","154","36","7.4","2.6","155.056","9.472","7457.448","7047.555"
"1","8","8","490","84","10.7","2.1","467.505","21.864","21309.371","20502.195"
"1","8","9","731","76","14.1","1.5","744.547","35.124","31863.979","30658.307"
"1","8","10","825","73","17.4","1","793.638","42.799","32627.264","31389.563"
"1","8","11","849","78","17.5","1.5","709.257","38.584","29597.33","28484.223"
"1","8","12","843","77","17.6","2.1","558.402","32.735","23451.961","22570.592"
"1","8","13","803","73","17.7","2.6","359.081","26.569","14372.428","13782.044"
"1","8","14","702","68","16.9","1.7","142.574","20.357","4614.982","4268.971"
"1","8","15","481","57","16.2","0.9","50.193","16.237","1969.848","1677.884"
"1","8","16","9","25","15.4","0","19.307","12.981","909.512","637.753"
"1","8","17","0","0","14.1","0.7","0","14.1","0","0"
"1","8","18","0","0","12.7","1.4","0","12.7","0","0"
"1","8","19","0","0","11.4","2.1","0","11.4","0","0"
"1","8","20","0","0","11","1.7","0","11","0","0"
"1","8","21","0","0","10.7","1.4","0","10.7","0","0"
"1","8","22","0","0","10.3","1","0","10.3","0","0"
"1","8","23","0","0","9.8","1.2","0","9.8","0","0"
"1","9","0","0","0","9.4","1.3","0","9.4","0","0"
"1","9","1","0","0","8.9","1.5","0","8.9","0","0"
"1","9","2","0","0","8.6","1.9","0","8.6","0","0"
"1","9","3","0","0","8.2","2.2","0","8.2","0","0"
"1","9","4","0","0","7.9","2.6","0","7.9","0","0"
"1","9","5","0","0","8","2.6","0","8","0","0"
"1","9","6","0","0","8.2","2.6","0","8.2","0","0"
"1","9","7","133","37","8.3","2.6","131.097","9.758","6296.755","5913.673"
"1","9","8","391","87","10.8","2.4","406.338","19.895","18693.318","17972.102"
"1","9","9","268","171","13.3","2.3","440.616","24.218","19882.992","19123.316"
"1","9","10","69","222","15.8","2.1","271.119","22.667","12325.176","11791.934"
"1","9","11","46","260","15.9","1.9","270.395","22.399","12300.233","11767.668"
"1","9","12","46","256","16.1","1.7","243.77","22.079","11076.942","10577.011"
"1","9","13","44","222","16.2","1.5","190.906","20.767","8668.45","8229.518"
"1","9","14","46","159","15.8","1","121.069","18.42","5487.678","5122.692"
"1","9","15","9","87","15.3","0.5","63.449","15.77","2971.146","2659.335"
"1","9","16","0","14","14.9","0","10.731","12.23","511.883","247.486"
"1","9","17","0","0","14.9","1.4","0","14.9","0","0"
"1","9","18","0","0","14.8","2.7","0","14.8","0","0"
"1","9","19","0","0","14.8","4.1","0","14.8","0","0"
"1","9","20","0","0","13.5","3.4","0","13.5","0","0"
"1","9","21","0","0","12.3","2.8","0","12.3","0","0"
"1","9","22","0","0","11","2.1","0","11","0","0"
"1","9","23","0","0","11.2","2.6","0","11.2","0","0"
"1","10","0","0","0","11.5","3.1","0","11.5","0","0"
"1","10","1","0","0","11.7","3.6","0","11.7","0","0"
"1","10","2","0","0","12","3.6","0","12","0","0"
"1","10","3","0","0","12.3","3.6","0","12.3","0","0"
"1","10","4","0","0","12.6","3.6","0","12.6","0","0"
"1","10","5","0","0","12.9","3.1","0","12.9","0","0"
"1","10","6","0","0","13.1","2.6","0","13.1","0","0"
"1","10","7","0","27","13.4","2.1","21.952","12","1048.193","773.84"
"1","10","8","62","112","15","2.6","167.768","17.542","7809.354","7391.135"
"1","10","9","141","185","16.6","3.1","331.948","23.317","15046.728","14436.841"
"1","10","10","206","239","18.2","3.6","422.3","26.989","18800.129","18075.502"
"1","10","11","360","234","18.1","4.5","500.366","27.865","22091.002","21257.154"
"1","10","12","496","193","18.1","5.3","470.587","26.521","20572.139","19789.701"
"1","10","13","612","129","18","6.2","340.298","23.345","14158.958","13574.678"
"1","10","14","623","91","17.5","6.2","149.935","19.38","5179.33","4821.113"
"1","10","15","467","63","16.9","6.2","56.944","16.919","2212.462","1915.758"
"1","10","16","41","25","16.4","6.2","20.542","15.663","920.516","648.552"
"1","10","17","0","0","15.1","4.8","0","15.1","0","0"
"1","10","18","0","0","13.7","3.5","0","13.7","0","0"
"1","10","19","0","0","12.4","2.1","0","12.4","0","0"
"1","10","20","0","0","11.6","2.1","0","11.6","0","0"
"1","10","21","0","0","10.8","2.1","0","10.8","0","0"
"1","10","22","0","0","10","2.1","0","10","0","0"
"1","10","23","0","0","10.1","2.3","0","10.1","0","0"
"1","11","0","0","0","10.2","2.4","0","10.2","0","0"
"1","11","1","0","0","10.3","2.6","0","10.3","0","0"
"1","11","2","0","0","10.1","2.9","0","10.1","0","0"
"1","11","3","0","0","10","3.3","0","10","0","0"
"1","11","4","0","0","9.8","3.6","0","9.8","0","0"
"1","11","5","0","0","10.4","3.3","0","10.4","0","0"
"1","11","6","0","0","10.9","2.9","0","10.9","0","0"
"1","11","7","17","35","11.5","2.6","50.397","10.906","2414.917","2114.224"
"1","11","8","80","120","13.2","3.3","193.25","16.222","9048.785","8600.507"
"1","11","9","80","189","14.8","3.9","267.33","19.639","12327.772","11794.46"
"1","11","10","65","226","16.5","4.6","272.299","21.189","12464.751","11927.712"
"1","11","11","8","245","14.9","5","212.289","18.17","9856.868","9388.376"
"1","11","12","3","204","13.4","5.3","164.944","15.54","7749.643","7332.843"
"1","11","13","0","139","11.8","5.7","107.514","12.709","5117.643","4760.772"
"1","11","14","0","130","11.9","5.5","97.135","12.554","4626.737","4280.473"
"1","11","15","0","80","11.9","5.3","59.062","11.829","2822.328","2513.514"
"1","11","16","0","15","12","5.1","11.502","10.94","551.784","286.654"
"1","11","17","0","0","12.2","6.5","0","12.2","0","0"
"1","11","18","0","0","12.5","7.9","0","12.5","0","0"
"1","11","19","0","0","12.7","9.3","0","12.7","0","0"
"1","11","20","0","0","12.2","6.2","0","12.2","0","0"
"1","11","21","0","0","11.7","3.1","0","11.7","0","0"
"1","11","22","0","0","11.2","0","0","11.2","0","0"
"1","11","23","0","0","10.6","1.4","0","10.6","0","0"
"1","12","0","0","0","10","2.7","0","10","0","0"
"1","12","1","0","0","9.4","4.1","0","9.4","0","0"
"1","12","2","0","0","9.7","4.1","0","9.7","0","0"
"1","12","3","0","0","9.9","4.1","0","9.9","0","0"
"1","12","4","0","0","10.2","4.1","0","10.2","0","0"
"1","12","5","0","0","10","3.4","0","10","0","0"
"1","12","6","0","0","9.7","2.8","0","9.7","0","0"
"1","12","7","63","37","9.5","2.1","87.475","9.843","4205.009","3867.715"
"1","12","8","344","95","11","2.1","389.215","19.861","17911.813","17215.287"
"1","12","9","489","135","12.4","2.1","613.662","28.091","27183.932","26165.18"
"1","12","10","623","135","13.9","2.1","703.038","32.519","30446.01","29298.691"
"1","12","11","692","131","14.8","2.4","665.485","31.99","28739.219","27660.156"
"1","12","12","732","116","15.6","2.8","543.811","28.966","23368.449","22490.037"
"1","12","13","731","98","16.5","3.1","360.481","24.829","14743.364","14142.293"
"1","12","14","601","97","15.9","3.4","154.598","18.769","5457.992","5093.661"
"1","12","15","400","72","15.4","3.8","62.215","15.583","2468.329","2166.578"
"1","12","16","42","25","14.8","4.1","20.972","13.857","940.032","667.704"
"1","12","17","0","0","13.6","2.7","0","13.6","0","0"
"1","12","18","0","0","12.5","1.4","0","12.5","0","0"
"1","12","19","0","0","11.3","0","0","11.3","0","0"
"1","12","20","0","0","11.1","0.2","0","11.1","0","0"
"1","12","21","0","0","10.9","0.3","0","10.9","0","0"
"1","12","22","0","0","10.6","0.5","0","10.6","0","0"
"1","12","23","0","0","10.4","0.7","0","10.4","0","0"
"1","13","0","0","0","10.2","0.8","0","10.2","0","0"
"1","13","1","0","0","10","1","0","10","0","0"
"1","13","2","0","0","10.2","1.2","0","10.2","0","0"
"1","13","3","0","0","10.4","1.3","0","10.4","0","0"
"1","13","4","0","0","10.6","1.5","0","10.6","0","0"
"1","13","5","0","0","10.2","1.5","0","10.2","0","0"
"1","13","6","0","0","9.8","1.5","0","9.8","0","0"
"1","13","7","139","37","9.4","1.5","134.474","11.178","6418.689","6032.838"
"1","13","8","431","84","11","1.3","436.459","22.683","19822.963","19065.252"
"1","13","9","394","152","12.6","1.2","552.187","29.211","24333.393","23420.512"
"1","13","10","222","235","14.2","1","431.818","28.397","19095.629","18361.523"
"1","13","11","364","236","15.1","2.2","507.463","27.942","22401.84","21557.26"
"1","13","12","506","193","15.9","3.4","479.78","26.586","20981.693","20185.563"
"1","13","13","591","145","16.8","4.6","349.792","23.464","14648.77","14050.435"
"1","13","14","497","118","15.8","3.9","155.346","18.499","5789.177","5417.505"
"1","13","15","316","81","14.8","3.3","67.057","15.112","2769.279","2461.529"
"1","13","16","18","24","13.8","2.6","19.271","12.648","893.045","621.594"
"1","13","17","0","0","12.9","1.7","0","12.9","0","0"
"1","13","18","0","0","12.1","0.9","0","12.1","0","0"
"1","13","19","0","0","11.2","0","0","11.2","0","0"
"1","13","20","0","0","11.3","0","0","11.3","0","0"
"1","13","21","0","0","11.4","0","0","11.4","0","0"
"1","13","22","0","0","11.5","0","0","11.5","0","0"
"1","13","23","0","0","10.8","0.5","0","10.8","0","0"
"1","14","0","0","0","10.2","1","0","10.2","0","0"
"1","14","1","0","0","9.5","1.5","0","9.5","0","0"
"1","14","2","0","0","9.3","1.7","0","9.3","0","0"
"1","14","3","0","0","9.2","1.9","0","9.2","0","0"
"1","14","4","0","0","9","2.1","0","9","0","0"
"1","14","5","0","0","9.1","2.3","0","9.1","0","0"
"1","14","6","0","0","9.3","2.4","0","9.3","0","0"
"1","14","7","0","29","9.4","2.6","24.658","8.1","1197.761","920.593"
"1","14","8","20","112","11.1","3.6","123.144","12.336","5869.816","5496.344"
"1","14","9","49","182","12.7","4.7","230.937","16.188","10819.543","10326.337"
"1","14","10","46","240","14.4","5.7","272.263","18.432","12624.539","12083.137"
"1","14","11","9","250","14.6","5.5","217.438","17.767","10114.346","9639.311"
"1","14","12","3","208","14.8","5.3","168.212","17.027","7850.448","7431.25"
"1","14","13","0","143","15","5.1","110.622","16.086","5186.543","4828.169"
"1","14","14","1","134","14.6","5.1","102.61","15.432","4822.18","4471.715"
"1","14","15","1","85","14.1","5.1","62.727","14.136","2965.53","2653.832"
"1","14","16","0","17","13.7","5.1","13.045","12.698","620.982","354.577"
"1","14","17","0","0","13.3","5.3","0","13.3","0","0"
"1","14","18","0","0","13","5.5","0","13","0","0"
"1","14","19","0","0","12.6","5.7","0","12.6","0","0"
"1","14","20","0","0","12.2","5.3","0","12.2","0","0"
"1","14","21","0","0","11.8","5","0","11.8","0","0"
"1","14","22","0","0","11.4","4.6","0","11.4","0","0"
"1","14","23","0","0","11","4.1","0","11","0","0"
"1","15","0","0","0","10.5","3.6","0","10.5","0","0"
"1","15","1","0","0","10.1","3.1","0","10.1","0","0"
"1","15","2","0","0","9.8","3.3","0","9.8","0","0"
"1","15","3","0","0","9.5","3.4","0","9.5","0","0"
"1","15","4","0","0","9.2","3.6","0","9.2","0","0"
"1","15","5","0","0","9.7","3.6","0","9.7","0","0"
"1","15","6","0","0","10.1","3.6","0","10.1","0","0"
"1","15","7","23","36","10.6","3.6","54.287","10.165","2609.032","2304.485"
"1","15","8","87","123","11.3","5.1","203.295","13.961","9616.453","9154.025"
"1","15","9","86","194","11.9","6.7","280.123","15.611","13156.619","12600.546"
"1","15","10","70","232","12.6","8.2","283.099","15.971","13271.768","12712.492"
"1","15","11","50","271","11.9","7","284.381","15.663","13342.076","12780.841"
"1","15","12","49","267","11.2","5.8","255.634","14.929","12003.249","11478.708"
"1","15","13","47","233","10.5","4.6","201.32","13.644","9443.994","8985.891"
"1","15","14","208","171","10.3","4.8","155.668","12.343","6808.736","6413.952"
"1","15","15","298","85","10","4.9","71.396","10.254","3006.466","2693.941"
"1","15","16","77","26","9.8","5.1","24.183","8.984","1049.96","775.573"
"1","15","17","0","0","8.5","4.3","0","8.5","0","0"
"1","15","18","0","0","7.3","3.4","0","7.3","0","0"
"1","15","19","0","0","6","2.6","0","6","0","0"
"1","15","20","0","0","5.9","2.9","0","5.9","0","0"
"1","15","21","0","0","5.7","3.3","0","5.7","0","0"
"1","15","22","0","0","5.6","3.6","0","5.6","0","0"
"1","15","23","0","0","6.1","3.8","0","6.1","0","0"
"1","16","0","0","0","6.6","3.9","0","6.6","0","0"
"1","16","1","0","0","7.1","4.1","0","7.1","0","0"
"1","16","2","0","0","7.2","3.9","0","7.2","0","0"
"1","16","3","0","0","7.2","3.8","0","7.2","0","0"
"1","16","4","0","0","7.3","3.6","0","7.3","0","0"
"1","16","5","0","0","7.4","5","0","7.4","0","0"
"1","16","6","0","0","7.5","6.3","0","7.5","0","0"
"1","16","7","0","30","7.6","7.7","25.904","6.907","1264.832","986.396"
"1","16","8","180","121","8.4","7.9","282.05","11.571","13480.106","12915.012"
"1","16","9","443","164","9.3","8","614.882","17.613","28604.645","27530.873"
"1","16","10","689","140","10.1","8.2","769.083","20.828","35209.188","33859.93"
"1","16","11","607","181","9.5","7.5","650.304","19.193","29866.439","28742.543"
"1","16","12","389","250","8.8","6.9","456.294","15.766","21074.324","20275.078"
"1","16","13","232","230","8.2","6.2","272.755","12.259","12520.647","11982.084"
"1","16","14","389","148","7.6","5.3","166.245","9.803","6852.194","6456.407"
"1","16","15","409","77","6.9","4.5","71.477","7.168","2851.204","2541.81"
"1","16","16","104","27","6.3","3.6","26.568","5.335","1131.775","855.851"
"1","16","17","0","0","5.8","3.4","0","5.8","0","0"
"1","16","18","0","0","5.3","3.3","0","5.3","0","0"
"1","16","19","0","0","4.8","3.1","0","4.8","0","0"
"1","16","20","0","0","4.9","3.1","0","4.9","0","0"
"1","16","21","0","0","5.1","3.1","0","5.1","0","0"
"1","16","22","0","0","5.2","3.1","0","5.2","0","0"
"1","16","23","0","0","5.1","3.4","0","5.1","0","0"
"1","17","0","0","0","5.1","3.8","0","5.1","0","0"
"1","17","1","0","0","5","4.1","0","5","0","0"
"1","17","2","0","0","5.3","4.1","0","5.3","0","0"
"1","17","3","0","0","5.6","4.1","0","5.6","0","0"
"1","17","4","0","0","5.9","4.1","0","5.9","0","0"
"1","17","5","0","0","5.7","3.6","0","5.7","0","0"
"1","17","6","0","0","5.5","3.1","0","5.5","0","0"
"1","17","7","163","39","5.3","2.6","168.038","7.697","8146.802","7720.512"
"1","17","8","480","95","7.4","3.8","495.135","17.349","23048.492","22181.355"
"1","17","9","759","76","9.5","5","799.595","24.563","36014.191","34629.137"
"1","17","10","846","78","11.6","6.2","830.939","25.759","37167.105","35729.945"
"1","17","11","871","84","12","5.8","747.536","25.318","33319.773","32052.637"
"1","17","12","870","83","12.4","5.5","596.409","23.264","26309.063","25323.447"
"1","17","13","840","76","12.8","5.1","391.716","20.005","16344.824","15696.44"
"1","17","14","740","74","12.1","4.3","167.348","14.942","5717.226","5347.156"
"1","17","15","556","59","11.5","3.4","67.967","11.812","2352.143","2052.69"
"1","17","16","136","26","10.8","2.6","28.546","9.835","1140.629","864.538"
"1","17","17","0","0","9.1","2.4","0","9.1","0","0"
"1","17","18","0","0","7.5","2.3","0","7.5","0","0"
"1","17","19","0","0","5.8","2.1","0","5.8","0","0"
"1","17","20","0","0","5.5","2.3","0","5.5","0","0"
"1","17","21","0","0","5.3","2.4","0","5.3","0","0"
"1","17","22","0","0","5","2.6","0","5","0","0"
"1","17","23","0","0","5","2.6","0","5","0","0"
"1","18","0","0","0","4.9","2.6","0","4.9","0","0"
"1","18","1","0","0","4.9","2.6","0","4.9","0","0"
"1","18","2","0","0","4.7","2.6","0","4.7","0","0"
"1","18","3","0","0","4.5","2.6","0","4.5","0","0"
"1","18","4","0","0","4.3","2.6","0","4.3","0","0"
"1","18","5","0","0","4.1","2.8","0","4.1","0","0"
"1","18","6","0","0","3.9","2.9","0","3.9","0","0"
"1","18","7","168","40","3.7","3.1","172.54","6.083","8423.837","7990.858"
"1","18","8","485","95","6.5","2.9","501.584","17.55","23328.066","22451.08"
"1","18","9","761","76","9.4","2.8","802.668","28.648","35461.027","34100.621"
"1","18","10","845","79","12.2","2.6","832.913","33.318","35929.469","34548.203"
"1","18","11","870","84","12.9","2.4","748.608","32.551","32236.387","31015.143"
"1","18","12","868","84","13.7","2.3","598.083","29.609","25614.07","24654.371"
"1","18","13","837","77","14.4","2.1","393.265","24.999","16056.326","15416.606"
"1","18","14","753","70","13.1","2.3","167.679","16.902","5638.396","5270.076"
